source,id,doi,title,abstract,authors,published,pdf_url,topics,journal,assigned_sectors,provenance_sources,query_sector
UNZA DSpace,oai:dspace.unza.zm:123456789/6648,,Success factors for delivery of development aid in Zambia: the case of the pilot program for climate resilience (ppcr) project,"Thesis; Studies on the effectiveness of development aid have yielded different results in different
localities, raising the need for addition studies that can explore and understand factors
influencing project sustainability. The overall aim of this study was to examine factors
affecting the effective use of development aid by focusing on the Pilot Programme for Climate
Resilience (PPCR) project (2014-2017) in Zambia. This was undertaken in relation to the
Programme overarching objective set out in the project document. The development objective
of the project is to strengthen Zambia's institutional framework for climate resilience and
improve the adaptive capacity of vulnerable communities in the Barotse Sub-basin of Western
Province of Zambia. A mixed research design as adopted, collecting data from interviews and
semi-structured survey questionnaires. Study participants included key project staff from five
districts in Western Province. Purposive sampling was used to select staff of PPCR Project
who participated in the study (n=35). Data was collected across six-month period (2018)
revealed eight attributes as imperatives in the successful delivery of development aid as
follows; (i) Institutional and political environment , (ii) Project coordination , (iii) Project
design, (iv) Funds disbursement procedures, (v) Monitoring and evaluation system , (vi)
Technical support and capacity building and (vii) Procurement processes. Data analysis
involved the preparation of the collected data- editing and analyzed using content analysis and
Microsoft excel package. The results of the study also revealed that Zambia’s weak
disbursement profile, complex procurement processes and relatively weak outcome monitoring
capacity contributes significantly towards the low performance of most development aid
related Projects. The analysis of results provide support for the proposition that the concept of
achieving success in administering aid resources has no single golden bullet but a
multidimensional façade of variables which must all be deployed in sync in order to achieve
the desired outcomes. Finally, the study also provides key insights for Project designers at
concept stage to comprehend that an optimally designed Project model with a bias towards
effectiveness, quality, satisfaction and timeliness is everything in successful Project
Management.
Keywords: Development aid, Project document, Climate Resilience, Adaptive Capacity,
Critical success factors, Disbursement profile.","Sinyangwe, Peter",2020-12-04T13:43:19Z; 2020-12-04T13:43:19Z; 2020,https://dspace.unza.zm/bitstreams/fa1a81d7-ad2c-45d3-85b7-4effbb8c45c2/download,Development aid--Zambia; Climate resilience--Zambia; Development project aid--Zambia,,Environment,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/6648,Environment
UNZA DSpace,oai:dspace.unza.zm:123456789/4961,,To what extent do Headteachers motivate teachers to teach efficiently: A case of selected secondary schools in Ndola Urban District,"Master of Education in Educational Management; This study was conducted to examine the extent to what the Head Teachers motivated teachers to teach effectively in Ndoia Urban District in Copper belt Province.30 teachers were randomly selected from the research site through random sampling procedure and 3 Head Teachers were selected through purposive sampling All together the sample consisted of 33 participants. Qualitative research design was used. Qualitative data was collected through Focus Group Discussion guide and interview guide in order to get information on the extent to what the Head Teachers motivated teachers to teach effectively. Data was analysed thematically. On the strategies the Head Teachers use to motivate teachers to teach effectively, the study brought to light that Head Teachers did not provide the necessary teaching and learning materials that teachers needed and rarely involved them in decision making. Regarding personal factors and School factors for motivation, the findings showed that Head Teachers rarely supervised the teachers due to their busy schedules and did not provide the teachers with enabling environment for them to teach effectively. From the above findings the following recommendations were made: The school environment should be made conducive enough for teachers, more importantly school management should ensure that teachers are motivated through incentives and rewards especially those whose learners perform better in the subjects they teach. Head Teachers should conduct class supervision regularly. Lastly, the Ministry of General Education should involve the teachers in formulation of educational policies.","Situmbeko, Mercy Nyambe",2017-10-23T08:50:34Z; 2017-10-23T08:50:34Z; 2016,https://dspace.unza.zm/bitstreams/53624d2a-3ef8-40fc-9dae-55fda080e8ef/download,Motivation in education -- Zambia; Teacher morale; School management and organisation,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/4961,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/667,,Implementation of Geography field project in Zambian high schools: A survey of Livingstone and Monze of Southern Province,"The New Zambian High School Geography Curriculum (NZHSGC) that was launched in the year 2000 by the Curriculum Development Centre (CDC) of the Ministry of Education (MoE) carried with it a new component called the field project. The reason for proposing a field project was that the geography 
which was taught in schools then was just theoretical, text-book based and left pupils with little knowledge of their local areas. In addition, it effectively alienated the learners from their environment instead of imparting greater awareness of the same in them (Ntalasha et al 2004). In view of these concerns, this study evaluated the implementation process of the Geography Field Project (GFP) in six Zambian High Schools (ZHS) in the Southern Province of Zambia. The study investigated views, 
beliefs, attitudes as well as feelings and challenges experienced by Grade 11 
and 12 pupils taking geography. It also sought the views of geography teachers who taught the new component of the field project, school managers and the MoE officers respectively. This study was very largely qualitative hence the use of research questions only rather than hypotheses. The questions used were: (a) What problems did teachers and pupils face in implementing geography field 
project in ZHS? (b) What should be the professional and academic qualifications for teachers of geography handling geography field project in ZHS? (c) What should be the specific geographical skills for a teacher 
handling a geography field project? (d) How equipped are the ZHS in terms of relevant geography field project? The research aimed at bringing out practical challenges experienced by stakeholders in order to equip them with necessary solutions to each 
concern. The study also sought to establish how each respondent group alleviated practical problems that were encountered in implementing the project. The main objectives of this study were: (a) To establish the problems teachers and pupils faced in implementing the project, (b) To find out the extent to which geography field project stakeholders were meeting the basic 
conditions in the implementation of the geography field project in ZHS as stated by authors such as Tilbury and Williams (1997) (eds) and AMSS (1958). This study employed descriptive and evaluative study design 
approaches to get different views, beliefs, attitudes and perceptions about the 
implementations of the project among different respondents.Although the NZHSGC was launched in the year 2000, the project 
component has not yet yielded satisfactory results because of various reasons. These included (a) inadequately trained teachers in project related courses (b) lack of appreciation of field projects by education administrators at different levels (c) unfavourable socio-economic, natural and environmental factors, (d) inadequate resources and (e) time for mounting field projects.To alleviate some of the challenges and experiences during the implementation of the geography field project in ZHS this study recommends that the Government of the Republic of Zambia (GRZ) through its appropriate wings should provide adequately trained teachers in project related courses 
and also remunerate teachers who handle the field project. In addition, the (GRZ) should centralize the marking of the project reports at national level by inviting all teachers involved at one place to minimize the delay and missing of reports.","Mundende, Kasonde",2011-08-18T10:27:38Z; 2011-08-18T10:27:38Z; 2011-08-18,,Geography--Study and teaching--Zambia,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/5067,,"Factors affecting access to comprehensive HIV care among HIV Positive children(0-15years)in Chipata District, Eastern Province, Zambia","THESIS MPH; Background
This cross-sectional study described factors affecting access to antiretroviral therapy among HIV-positive children (0-15 years) out of the comprehensive HIV Care program using informal caregivers in Chipata district, Eastern Province of Zambia.
Methods
Data was collected between November, 2013 and March 2014. The study sampled162 respondents aged 18 years and above. These were the caregivers of HIV positive children out of the ART program from 30 Government clinics in Chipata. Data collection was done using a structured close-ended questionnaire. Data collected included among others socio-demographic factors, community factors, interpersonal and personal factors that affect access to comprehensive HIV care and treatment.
Results
The study revealed that N-301 (39%) children living with HIV were reported to be out of ART program and only 771 were on the ART program by 2012. Out of 162 respondents, 125 (77.2%) were aged between 24 and 39 years, 136 (84%) were biological parents with the 145 (89.5%) of respondents being females and 92 (57%) of respondents were married. 91 (56.2%) were from urban area, 98 (60.5%) had attained at least primary education, 87 (53.7%) respondents reported to be on ART program and accessing ART. In terms of level of knowledge score on basic pediatric HIV topic; 115 (71%) of the respondents were knowledgeable. HIV stigma was exhibited by 97 (59.9%) respondents after the stigma score test. Those found to be living more than 5km from ART services were 102(63%). Unadjusted regression model revealed that respondents in rural areas were less likely to have their children access HIV care because of perceived long distance and long waiting time than those in urban areas. OR: 0.26 (CI 95%) P-value < 0.001 and OR: 0.22 (CI 95%) P-value < 0.001 respectively which was significant. Those that perceived the waiting time to be more than 2 weeks before accessing ART were 112(69.3%). In terms of desired ART services for children, 128 (79%) respondents wanted a separate ART clinic for children.
Conclusion
Despite the study revealing that most children had stable family structures, parents of mature prime age group and relative good knowledge on HIV issues, access to ART among HIV positive children still remain a huge public health challenge in Chipata, Eastern province of Zambia. High burden of poverty, stigma among caregivers, long distance and long waiting time were factors which were highlighted as barriers to comprehensive ART care among HIV positive children out of the HIV program in rural areas. Therefore, there is need to urgently come up with strategies using health service structures to improve access such as integration of ART services at clinic level in rural areas.
Key words: Antiretroviral treatment access, HIV positive children out of program, factors.

DEFINITIONS AND KEY WORDS
 ART Access: refers to physical access to affordable, non-discriminatory ART care among children, including information about ART services.
 Children: defined age group of 0-15 years old.
 Comprehensive HIV care for HIV positive children: refers to earlier and compulsory initiation of ART in infants and children, attention to nutrition for children on ART, psychosocial support matters, adherence, screening for opportunistic diseases and monitoring of antiretroviral efficacy and toxicity.
 Caregiver: defined as unpaid personnel within the family, neighbourhood or community related or unrelated to HIV infected child and is responsible for the child’s health needs.
 HIV infected children out of the program: children not registered in any ART program.
 Paediatric antiretroviral therapy coverage: Proportion of children 0-15 years on ART program out of the total adults on ART in the same area.
 Current on ART: refers to clients active on ART program who are receiving ARVs as scheduled.
 Mobile antiretroviral therapy: ART services at host Health facility with support from a supporting static accredited ART facility through a “Mobile ART Service Unit (MAS)” comprising of human resource, laboratory services and technical assistance.
 Household food security: ability to secure, either from production or purchase of food adequate to meet dietary needs of all members to the family to sustain a health and active life.","Simwaba, Davie",2017-12-20T09:42:50Z; 2017-12-20T09:42:50Z; 2016,,AIDS(Disease)-Patients-Care,,Health,https://dspace.unza.zm/server/oai/request,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/279,,AFlatoxin residues in edible tissue of poultry in Zambia,"The aflatoxins, toxins produced by the fungus Aspergillus flavus, have been
detected in both imported as well as locally grown maize in Zambia.The problem of toxicity caused by the ingestion of aflatoxin-contaminated maize was approached by determining the levels of residues in edible tissue of poultry from known dietary levels of aflatoxin in maize. The livers and
spleens, gizzards and hearts, and thighs were chosen for aflatoxin residue analysis.
This study was conducted to determine the aflatoxin residue levels in tissues of village chickens that had been fed diets containing total aflatoxin concentration of 4750mg/kg of feed (equivalent to aflatoxin Bl concentration of 1650 mg/kg) at 0% (for controls) 25% (for low AF diet) and 75%
(for high AF diets) inclusion levels for 21 days. Residues of aflatoxin were determined by thin layer chromatography. Results show that aflatoxins Bl, B2,Gl, G2 and Ml were deposited in all tissues analysed. The highest levels were present in the livers and spleens (8.0 mg/kg, low AF diet; 15.4 mg/kg, high AF diet) and the lowest were in the thighs (1.6 mg/kg, low AF diet; 9.4 mg/kg,high AF diet) . At the end of the experiment, the livers were observed to be
pale, enlarged and friable.Since only a small fraction (less than 1%) of the highest level of aflatoxin tested and ingested was deposited in the tissues, either as the original compound or as its metabolite, there appears to be little danger of carry-over of dietary aflatoxin to poultry tissue. The toxic levels (i.e. levels that can cause death) to humans is considered to be approximately 1.7 mg/kg daily (Campbell and Stoloff, 1974), which means that the amount the poultry would need
to consume to reach this tissue level would cause pathological symptoms or even death. Therefore the chance of these contaminated birds entering the food chain can be considered to be minimal since people traditionally do not eat poultry dying of unknown cause.","Nalube, Sidney Muntanga",2011-04-05T16:24:08Z; 2011-04-05T16:24:08Z; 2011-04-05,,AFlatoxin - Poultry -- Zambia--AFlatoxin - Poultry -- Zambia,,Uncategorized,https://dspace.unza.zm/server/oai/request,Uncategorized
UNZA DSpace,oai:dspace.unza.zm:123456789/7487,,Exploring areas of conflicts & potential resolutions between the state and the community in unplanned settlements in Zambia: a study of Kanyama compound in Lusaka district.,"Thesis; This study explored areas of conflicts and potential resolutions between the state and the community in unplanned settlements of Lusaka’s Kanyama Compound in Zambia. The study was guided by four objectives which were aimed at: describing human needs which create conflict between the community and the State; examining the forms of conflicts as experienced by residents of Kanyama as they interact with the state; explore from the lived experienced of Kanyama residents the causes/triggers of conflicts between the state and residents of Kanyama compound? and;to develop ideal conflict resolution/management strategies for the conflicts experienced in Kanyama compound

The study was qualitative in nature and used a case study design. The methods used to collect data from the field in this study were semi-structured interviews and focus group discussions.  Thirty four participants were purposively selected in this study using expert and availability sampling and data was analysed using thematic analysis. 

The findings were that people of Kanyama Compound have needs and these included Basic Social Amenities (food, water, shelter, sanitation, health and education) and Security Needs (stability, protection, law and order, and employment)which were needed most by the residents. The triggers and underlying causes of social conflict between the state and the community in Kanyama Compound were rather complex. However circumstances and contexts leading to social conflicts tend to vary greatly, and differ in terms of specific community issues. Conflicts were either internally motivated, arising when the community that felt that their human needs were not met by the state or when they were threatened from among members of the community or when there were underlying social issues within the community. Conflicts were externally motivated when the state moved into the community to perform statutory roles and the community reacted to such moves. The sources of conflict originated mainly from state led action as well as differences in ideologies while political issues had the least issues triggering conflicts. 

The study concludes that though the residents of Kanyama Compound may have survival issues that are more salient linked to deficiency needs than process needs, the state has a role to play in meeting their needs. If communities in unplanned settlements are discriminated against because of breaching the law and that nothing should be done relating to their needs, it will also affect the level of social conflict. In academia, this has ramifications for a wealth of conflict research. 

For Kanyama Compound, it is recommended that the strategies to resolve/mitigate or manage conflict should involve strategic responses summedup as Communication, Education , sensitization, political, identification of root causes of conflicts  as well as access and distribution of scarce resources.","Chamisa, Petronella",2022-06-24T12:30:56Z; 2022-06-24T12:30:56Z; 2022-06-21,,Squatter settlements--Zambia.; Zambia--Social conditions.,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/8491,,,,,,,,,Uncategorized,https://dspace.unza.zm/server/oai/request,Uncategorized
UNZA DSpace,oai:dspace.unza.zm:123456789/1075,,Optimization and characterization of Organic Solar cells based on Regio-P3HT and C66-PCBM blends,"Bulk Hetero-Junction - (BHJ) - Organic photovoltaic (OPV) cells based on the conjugated polymer poly (3-hexylthiophene-2, 5- diyl) (region-P3HT) also referred to as P3HT and a fullerene derivative [6, 6] Phenyl-C61-butyric acid methyl ester (C60-PCBM) also referred to as PCBM. The optimization, realization and characterization of these cells were done on both glass and aluminium substrates. The aluminium provided a flexible substrate for the cells whilst the glass provided a rigid substrate and acted as a control. The thin films for the solar cells were deposited by means of the spin coating method. 
The integrity of the starting materials were evaluated using Fourier Transform infra-red (FTIR) and x-ray diffraction (XRD) spectroscopy whilst the particle size and distribution, were examined using XRD spectroscopy and transmission electron microscopy (TEM). The electrical characterization was done using a 4-point probe and gas sensing methods. The morphology and roughness of the local composition of TiO2 thin films before and after annealing were evaluation by means of atomic force microscopy (AFM). 
The study eventually evaluated the effects of blend ratio and annealing temperature on photo-absorption of the blends. Blend ratios examined in the study fell within the range of 1:0.8 to 1:1 by weight of P3HT to PCBM. The range was divided into 11 intervals with a step increment of 0.02 for PCBM while P3HT was kept constant. The optimum blend ratio was determined and found to be 1:0.96 at 130 oC annealing temperature and duration of 30 minutes. The annealing temperature dependence of each blend ratio with respect to photon-absorbance was found not to be symmetric but random. Each blend ratio was found to have own optimum annealing temperature. 
The efficiency of the cells was enhanced by the use of TiO2 thin film as a back reflector and optical spacer on aluminium substrate. The study compared the performance of cells on glass substrate to those on aluminium substrate. The cells built on aluminium substrate showed a power conversion efficiency of   2.8 % whilst those on glass substrate showed 1.9 % efficiency. 
The main objective of the study was to determine the optimum blend ratio, the optimum annealing temperature, and to eventually build solar cells from the optimized parameters.","Kalonga, Given",2012-01-25T11:44:58Z; 2012-01-25T11:44:58Z; 2012-01-25,,Solar cells; Solar energy; Solar Battery,,Energy,https://dspace.unza.zm/server/oai/request,Energy
UNZA DSpace,oai:dspace.unza.zm:123456789/6982,,"Final year student teachers’ preparedness to use the communicative approach to teach english as a second language at Nkrumah university, Zambia","Thesis; This study aimed at assessing final year student teachers’ preparedness to use the communicative approach to teach English as a second language at Kwame Nkrumah University. Three objectives guided this study, i.e. to establish final year student teachers’ use of the characteristics of CLT to teach English as a second language? To determine final year student teachers’ understanding of CLT principles in the teaching of English as a second language? To analyse student teachers’ classroom application of CLT in teaching the four micro skills of English language
A qualitative approach was used in this study. It adopted a case study research design, through the use of face to face interviews, focus group discussions, document analysis and lesson observations. The population comprised all the final year student teachers studying English language under the Bachelor of Arts degree with Education programme. The sample size was 35 comprising 30 final year student teachers of English and 5 teacher educators of English language. Purposive, random and systemic random sampling were used to sample participants.
The study established that most of the final year student teachers were not fully prepared to use the communicative approach to teach English as a second language. This is because they did not clearly understand some characteristics and principles of CLT and therefore, could not use them to teach the four macro skills of English language. Findings revealed that student teachers did not receive enough training in methods and had inadequate teaching practice to successfully use the communicative approach to teach the four macro skills of English language.
In view of these findings, the following recommendations were made; universities involved in teacher education should allocate enough time to the teaching of methods and adequate time should be allocated to practicum or school experience. Finally, there is also need to review methodology courses at university level by ensuring that there is enough coverage on CLT.
Keywords: Communicative Language Teaching, Communicative Approach, communicative competence, practicum","Phiri, Aubrey",2021-03-16T12:38:48Z; 2021-03-16T12:38:48Z; 2020,,Language and languages--Study and teaching--Zambia,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/4143,,Space and character dynamics in selected African dramatic texts,"This research aimed at exploring the relationship between space and characters in selected African dramatic works which include: Ama Ata Aidoo’s Dilemma of a Ghost, Ngugi and Ngugi’s I Will Marry When I Want, Masiye’s The Lands of Kazembe, and Fugard’s Sizwe Bansi is Dead. The research was based on the understanding that while many scholars have discussed setting in their works, not many looked at the relationship between setting and characters. Further, setting which has three components including time, place and mood or environment has not been broken down into the three components so that they be discussed independently. The focus of this research is on space, diversifying the perspective of place discussed under setting in relation to character. The research methodology applied was qualitative, embracing close textual analysis through the application of two main theories to the texts. The theories used in the study are Porteous’ (1985) Geographical Interpretation of Imaginative Literature which studies human-place interactions. Porteous devises four cells in matrix form which summarises the human place interactions namely home-insider, away-outsider, home-outsider and away-insider.  The study was also informed by Breakwell’s Identity Process Theory, a Psychology based theory concerned with the formation of identity.  Breakwell identifies four prime guidance principles which are distinctiveness, the desire for continuity, self-efficacy, and self-esteem as being key to the processes of accommodation/assimilation and evaluation which determine the establishment of identities. The research study found that in the four texts that were investigated, information was presented in both concrete and abstract space. The study discovered that based on various reasons, characters create different spaces at different points in time. It is noted that in the texts, concrete spaces are created mainly due to the characters’ need to occupy spaces that represent their values and offer comfort and contentment. On the other hand, abstract spaces are created mainly through narration and imagination and this is motivated by the characters’ desires to inspire the audience to experience through the eye of their minds, events that occurred in the past. Finally, the study shows that the identity of characters is established based on the spaces that these characters occupy. Furthermore, characters behave differently based on the different spaces that they occupy. The study concludes by stating that indeed there exists a relationship between space and character in the texts investigated. The study proposes that other scholars could delve into issues of Space and character falsity in drama: can characters present fake identities and why? Others can explore space and character portrayal in poetry, while others could also look at use of ‘Space’ in the vernacular narratives or drama in comparison to English texts.","Moyo, Mwale Bether",2015-11-11T13:37:06Z; 2015-11-11T13:37:06Z; 2015-11-11,,African Drama(English); African Dramatic texts,,"Science, Technology, and Innovation",https://dspace.unza.zm/server/oai/request,"Science, Technology, and Innovation"
UNZA DSpace,oai:dspace.unza.zm:123456789/4747,,Automation of the candidate registration for school examinations in Zambia using the cloud model,"MSC (N/S); Registration of candidates is one of the activities examination bodies undertake in order to fulfil their mandate of conducting examinations and awarding certificates to deserving candidates. In today’s world, utilisation of information and communication technology (ICT) has become an integral component in organisations to improve efficiency and effectiveness. This study’s focus is on the candidate registration process at the Examinations Council of Zambia (ECZ), a body mandated to conduct public examinations in Zambia. 
A baseline study was conducted in order to understand the challenges faced by ECZ in the registration of candidates for school examinations. The results of the baseline study show that 80 percent of the challenges were attributed to the current desktop application’s failure to capture all candidate entries leading to omission of candidates, duplication of entries and loss of data. The study also revealed that 91 percent of the respondents use internet and 92 percent submitted that using a web based system for registering candidates for national examinations would improve efficiency.
Based on the results of the baseline study, a candidate registration model based on the cloud architecture was designed and used to develop a prototype that integrates mobile application, the bulk short message service (SMS) and barcode technology. The test results of the proposed system showed improved efficiency and reduced cycle time in the candidate registration process.","Milumbe, Banji",2017-08-09T10:26:25Z; 2017-08-09T10:26:25Z; 2016,,Graduate Record Examination--Computer network resources,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/3846,,Constraints encountered by In-service Teachers in their professional development in Lusaka District,"This study was set out to establish constraints encountered by in-service teachers in their professional development in Lusaka district. The objectives of the study were: to establish the constraints encountered by in-service teachers in their professional development; and to identify measures to be put in place to address identified constraints.  A case study research design was used in order to be able to describe the study units in details and gain more insight into the constraints in-service teachers encounter in their professional development (Kombo and Tromp, 2006). It also provided the background data for a larger study (Yin, 2003). The sample of this study was 280. The respondents comprised 56 Headteachers and 224 in-service teachers. The Headteachers were purposefully selected from the 56 targeted Basic Schools as they were a rich source of information. The 224 in-service teachers were selected using simple random sampling procedure. In this procedure, a rotary method was used to select the seven schools from each of the eight zones in Lusaka District and the four in-service teachers from each of the selected seven schools. This gave an equal and independent chance to everyone of being selected. 
The data was collected by use of semi-structured questionnaires with open and closed-ended questions for both in-service teachers and Headteachers.  The closed-ended questions helped as they eased the processing of research results and the open-ended questions helped in getting detailed information from the respondents. Therefore, the study used both quantitative and qualitative methods in collecting data from the respondents. Qualitative data was anlysed using a quick impressionist summary thus summarizing key findings, explanation, interpretation and conclusion (Kombo and Tromp, 2006). However, quantitative data was presented using pie charts and was analysed using Statistical Package for Social Sciences (SPSS). 
The findings revealed that, in-service teachers lacked support from the MOE financially as only five out of 224 in-service teachers were sponsored; teachers were not granted paid/unpaid study leave and were not being confirmed in time. The study therefore, recommended that, the Ministry of Education should be sponsoring, granting study leave, confirming in-service teachers in time and making it a mandate to letting them go for further studies  every after a specified period of time.","Haambula, Mutombo Lillian",2015-04-20T10:30:01Z; 2015-04-20T10:30:01Z; 2015-04-20,,Teachers-Training of-Zambia; Teachers-In-service training-Zambia,,"Science, Technology, and Innovation",https://dspace.unza.zm/server/oai/request,"Science, Technology, and Innovation"
UNZA DSpace,oai:dspace.unza.zm:123456789/4964,,Factors affecting the provision of quality education in some selected community schools in Mumbwa district,"This study was conducted on the factors affecting the provision of quality education in community schools of Mumbwa district. The study used descriptive design with qualitative and quantitative method.
The study used qualitative design which is interactive in nature, in order to come up with detailed, accurate and factual account of the perceptions and attitudes of stakeholders, the researcher used interview guide to conduct the in-depth interview. Apart from that the researcher used quantitative method this method allowed the use of questionnaire. Purposive sampling was used to select respondent for in-depth interview while simple random sampling was done to selected respondent to the questionnaire.
The data collected using in-depth interview was arranged according to themes that emerged in the course of the study while data collected using the questionnaire was analysed by using tables, graphs, pie-chart and percentages.
The following themes emerged as factors that affect the provision of quality education in community schools namely: Teacher professional teaching qualification, teacher motivation, teaching and learning materials, school infrastructure and availability of solutions to community school problems. The study has revealed that the number of trained headteachers have increased in community schools while the number of trained teachers is still low. There is slight improvement in the number of permanent structure of community schools, this has attracted trained primary school teachers to became headteachers in community schools. The study has also revealed that community schools have enough text books for grade one pupils. However, schools are still lacking text books for other grades. The increase in grade one books has been necessitated by the
introduction of the revised curriculum. The study as also acknowledged that untrained class teachers in community schools are not well paid by the community and this has negatively affected the provision of quality education in community schools.
It was also revealed that commu-iity school face a lot of problems or challenges in the management of schools unfortunately all schools visited has no written plan to solve the problem. Therefore, it was recommended that the ministry of education should deploy untrained teachers in community schools who should be paid by the ministry of education. Ministry of education to supply text books to community schools especially for grade 4 and 7. Ministry of education to speed up the construction permanent structures in community schools and lastly to make it mandatory that each community school through the PCSC draw the plan of work every year.","Pola, Dickson",2017-10-27T10:35:19Z; 2017-10-27T10:35:19Z; 2016,,Education -- Zambia; School management and organisation -- Zambia,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/6193,,Diabetic retinopathy among patients attending university teaching hospitals adult hospital medical clinic in Lusaka,"Thesis; Diabetic retinopathy (DR) is a common microvascular complication of diabetes
mellitus and also a leading cause of visual impairment among people in the working
age group. Retinopathy develops overtime in all diabetics and controlling the
modifiable risk factors delays its onset and progression. This study was carried out to
assess DR; its prevalence and associated clinical/demographic characteristics among
patients attending the UTHs-Adult Hospital medical clinic in Lusaka, Zambia.
This was a hospital-based cross-sectional study carried out from 18th December,
2018 to 16th April, 2019 at the adult medical diabetic clinic. Snellen visual acuity
(VA), blood pressure, weight and height were measured as well as relevant
demographic and medical information collected. Retinal images were captured after
pupil dilatation and used for grading retinopathy using the International classification
of DR scale. The worse eye was used to grade for DR.
A total of 213 participants were studied with a female to male ratio of 2.3:1. The
median age was 53 years and majority (183=85.2%) had type 2 diabetes. Median
duration of diabetes was five years with insulin therapy being the most common
(115=54.5%) diabetes control measure. Anti-hypertensive medication was being
used by 87 participants (40.9%). Median glycated haemoglobin level was high at
8.1%. One hundred sixty-three participants (76.5%) had normal VA and six (2.8%)
were blind.
The prevalence of DR in this study was 47.4%; 95% CI 40.8%-54.2% (101
participants), with 8.9% (19 participants) having proliferative diabetic retinopathy.
Diabetic macula oedema was present in 24 (11.3%; 95% CI 7.5%-16.1%). Duration
of diabetes was the most significant (p<0.0001) association found with retinopathy;
as well as alcohol intake and having diabetic foot (another microvascular
complication).
Even though 104 participants (51.1%) had the knowledge that diabetes affects the
eyes, only 55 (25.8%) had had a dilated eye examination in the preceding twelve
months.
The study findings suggest that better advocacy for retinopathy screening and
diabetes control needs to be implemented at the UTHs-Adult Hospital in Lusaka.
Keywords: Diabetic retinopathy, prevalence, risk factors, dilated eye
examination","Patel, Vrundaben",2020-07-14T09:38:37Z; 2020-07-14T09:38:37Z; 2019,,"Diabetic retinopathy,; prevalence,; Dilated eye examination",,Health,https://dspace.unza.zm/server/oai/request,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/687,,The dynamics of a colonial process: A comparative study of Ukraine(1648-1730) and Bulozi (1864-1911),"Colonialism is historical process that had demonstrated unique but similar features in the different epochs of human history. The different processes of colonialism have 
been objects of study for a long time. Taking the cases of Ukraine and Bulozi, this dissertation compares the colonial processes in these two different countries as they 
occured under different times and conditions. The colonial process in each of the two countries was set in motion by 
internal and external contradictions affecting both the colonisers and the colonised.But emphasizing on the colonised 
countries themselves, the study shows that the internal contradictions in the colonies that led to revolutions to overthrow alien rule set forth a series of crises that led to internal political instability. This instability was a result of serious dynastic rivalries within the ranks of the ruling 
classes. The looming external threat posed by the ambitions of rival imperialist powers complimented the internal crises thus compelling Ukraine and Lozi rulers to each seek protection of a stronger ally among the imperialist powers. And this led to a signing of treaties of protection in 1654 in Ukraine and 1890 in Bulozi with Russia and Britain respectively. The signing of the treaties of protection became the basis for the establishment of the relations of co-operation between the colonies and the colonisers. This relationship was marked 
by a large measure of mutual co-operation as this was a period in which colonial interests could not be immediately 
realised. The policy of co-operation was perpetuated in both cases by political and administrative weaknesses of the colonial powers, and the fears of possible internal 
revolts should undue colonial pressure be applied. The transformation of the relations of co-operation (1654-1709 in Ukraine, and 1889-1900 in Bulozi) was the product of 
determined colonial policy and the unequal power relations between the colonisers and the colonised. Other contributing factors were: the dynastic factionalism of the local ruling classes which gave room for policies of divide and rule,imperialist rivalries that worked to the detriment of the 
colonised, and deliberate economic and political pressure that undermined the independent statehood of Ukraine and 
Bulozi. These factors contributed to the transformation.Treaty conditions were changed to suit colonial interests, 
while internal factional splits militated against organised resistance, and also led to corruption and buying of large sections of the local aristocracies by the colonial powers.Between 1709 and 1730 in Ukraine, and 1900 and 19ll in Bulozi, the process of colonial domination had become established. This was achieved by the strengthening of the colonised state apparatus so as to weaken the power of Ukraine and Lozi ruling classes. A vicious economic policy was embarked upon in each country to exploit and dominate the resources of these countries. This took the form of tax and labour demands upon the local populations, and also the 
control and domination of the means of production and exchange. The collapse of Lozi and Ukrainian economic and political 
independence inevitably led to loss of the independence of the ideological state apparatus. The ideological institutions of 
these colonies, namely religion and education, were either subjugated or replaced, thus allowing the colonial ideologies to be dominant. By the end of the period under study,Ukraine and bulozi had lost independent statehood. The ruling classes and their countries became appendages of the wider colonial empires.","Beyani, Choolwe",2011-08-29T15:25:17Z; 2011-08-29T15:25:17Z; 2011-08-29,,Imperialism- -Ukraine; Imperialism- -Bulozi; Ukraine- -Colonisation; Bulozi- -Colonisation,,Governance,https://dspace.unza.zm/server/oai/request,Governance
